Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
5050,CI-2012-288908,12/01/2012,17/01/2012,First Class,I-54645,Craig Reiter,Corporate,United States,Chicago,Illinois,60601,South,TM-19782,Technology,Machines,Cisco TelePresence System EX90,955.6756,12,0,-52.7183
5051,CT-2012-534885,15/10/2012,20/10/2012,Second Class,T-74787,Sanjit Chand,Corporate,United States,Houston,Texas,77001,West,TA-17637,Technology,Accessories,Kensington 6170 Trackball,1960.0247,5,0,-205.5693
5052,CK-2013-765195,10/05/2013,11/05/2013,First Class,K-17785,Emily Burns,Consumer,United States,Henderson,Kentucky,42420,Central,TC-71760,Technology,Copiers,Xerox WorkCentre,43.3917,8,0.5,13.2407
5053,CA-2012-526286,26/11/2012,01/12/2012,Standard Class,A-50411,Mick Brown,Corporate,United States,Phoenix,Arizona,85001,Central,OS-81635,Office Supplies,Supplies,Dixon Ticonderoga Pencils,580.9127,5,0.4,97.4759
5054,HT-2012-821315,16/07/2012,20/07/2012,Same Day,T-58997,Claire Gute,Home Office,United States,Houston,Texas,77001,South,FB-90776,Furniture,Bookcases,Bush Somerset Collection Bookcase,910.901,2,0.5,454.3199
5055,CW-2012-401511,07/09/2012,13/09/2012,Standard Class,W-41529,Eric Hoffmann,Consumer,United States,Madison,Wisconsin,53701,West,OP-41228,Office Supplies,Paper,Xerox 1967,309.7486,14,0,45.1388
5056,CO-2014-167985,09/06/2014,16/06/2014,Standard Class,O-88264,Mark Lewis,Corporate,United States,Columbus,Ohio,43201,South,TP-60170,Technology,Phones,Apple iPhone 6S,1044.9488,6,0.5,-45.6665
5057,CT-2011-752829,19/09/2011,23/09/2011,Standard Class,T-38536,Eric Hoffmann,Corporate,United States,Nashville,Tennessee,37201,West,TA-75786,Technology,Accessories,Plantronics CS510 Wireless Headset,981.4544,14,0,-23.2573
5058,CNC-2011-921555,29/08/2011,31/08/2011,Standard Class,NC-55785,Mark Lewis,Consumer,United States,Charlotte,North Carolina,28201,Central,OS-37370,Office Supplies,Supplies,Fiskars Adult Kids Pointed Scissors,2001.8116,8,0.2,236.7795
5059,CC-2013-740102,14/12/2013,17/12/2013,Second Class,C-10301,Jim Mitchum,Consumer,United States,Los Angeles,California,90001,East,FF-92183,Furniture,Furnishings,Deflect-o Stackable Chair Mat,880.5731,3,0,329.3024
5060,CA-2014-575148,27/03/2014,03/04/2014,Same Day,A-73847,Brosina Hoffman,Consumer,United States,Phoenix,Arizona,85001,Central,TC-33707,Technology,Copiers,Xerox WorkCentre,1902.1865,6,0,2.417
5061,CV-2012-217891,06/09/2012,11/09/2012,Second Class,V-82994,Carlos Soltero,Consumer,United States,Richmond,Virginia,23218,West,FC-11571,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,1938.4495,6,0.5,370.4386
5062,CW-2013-437794,23/09/2013,25/09/2013,Second Class,W-92355,Ken Black,Corporate,United States,Seattle,Washington,98101,East,FC-50406,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,1698.9635,9,0,-137.3125
5063,CI-2014-570328,04/12/2014,05/12/2014,First Class,I-41992,Patrick Jones,Corporate,United States,Chicago,Illinois,60601,East,FB-81927,Furniture,Bookcases,Bush Somerset Collection Bookcase,2155.2943,5,0,1259.5273
5064,HNC-2013-946541,08/05/2013,09/05/2013,Same Day,NC-58643,Lena Hernandez,Home Office,United States,Charlotte,North Carolina,28201,West,FF-20426,Furniture,Furnishings,Eldon Fold N Roll Cart System,2193.9092,7,0.1,-297.5776
5065,CG-2012-331207,26/02/2012,28/02/2012,Standard Class,G-39722,Mark Lewis,Consumer,United States,Atlanta,Georgia,30301,Central,FB-26165,Furniture,Bookcases,Bush Somerset Collection Bookcase,1133.2191,10,0,122.0997
5066,HC-2014-781282,11/09/2014,15/09/2014,Same Day,C-26949,Alejandro Grove,Home Office,United States,Denver,Colorado,80201,East,OS-42266,Office Supplies,Storage,Eldon Jumbo ProFile Portable Mobile Manager,1937.2131,5,0,-218.5422
5067,CNC-2012-421520,20/03/2012,26/03/2012,Second Class,NC-74982,Bill Donatelli,Corporate,United States,Charlotte,North Carolina,28201,West,FF-61959,Furniture,Furnishings,Eldon Fold N Roll Cart System,1586.3539,3,0.2,765.6523
5068,CW-2011-573725,27/05/2011,29/05/2011,First Class,W-86184,Peter Fuller,Consumer,United States,Seattle,Washington,98101,Central,TP-88571,Technology,Phones,Motorola Smart Phone,1170.4223,4,0.3,363.3826
5069,HK-2013-556518,26/07/2013,31/07/2013,First Class,K-38260,Peter Fuller,Home Office,United States,Henderson,Kentucky,42420,East,OS-88131,Office Supplies,Supplies,Avery Marks-A-Lot Regular Desk,2465.6188,8,0.1,532.2264
5070,CT-2011-666621,26/09/2011,27/09/2011,Standard Class,T-49626,Nora Preis,Corporate,United States,Nashville,Tennessee,37201,East,FF-22610,Furniture,Furnishings,Howard Miller 12 Height Clock,518.8136,6,0,-144.5749
5071,CM-2011-930967,31/05/2011,02/06/2011,Standard Class,M-38205,Irene Maddox,Consumer,United States,St. Louis,Missouri,63101,West,FF-52406,Furniture,Furnishings,Deflect-o Stackable Chair Mat,1311.3727,4,0.2,229.2448
5072,CI-2012-106725,24/07/2012,25/07/2012,Second Class,I-23788,Justin Ritter,Corporate,United States,Chicago,Illinois,60601,East,TC-42765,Technology,Copiers,Xerox WorkCentre,1164.7426,3,0.3,509.8062
5073,CC-2012-653954,11/04/2012,16/04/2012,First Class,C-24490,Mick Brown,Consumer,United States,Denver,Colorado,80201,East,TA-82850,Technology,Accessories,Plantronics CS510 Wireless Headset,1748.9933,13,0.4,-473.2867
5074,CC-2012-253766,14/09/2012,20/09/2012,Second Class,C-59251,Mick Brown,Consumer,United States,Los Angeles,California,90001,East,FT-43261,Furniture,Tables,Chromcraft Bull-Nose Wood Table,1283.8522,2,0,-295.7894
5075,CM-2012-618500,20/08/2012,26/08/2012,Same Day,M-58225,Darrin Van Huff,Consumer,United States,Detroit,Michigan,48201,South,OA-53269,Office Supplies,Art,Dixon Oriole Pens,202.2632,14,0,41.5134
5076,CF-2012-713268,23/11/2012,25/11/2012,Standard Class,F-43972,Katherine Murray,Corporate,United States,Fort Lauderdale,Florida,33301,East,OS-40452,Office Supplies,Supplies,Fiskars Adult Kids Pointed Scissors,2084.2234,10,0.1,924.3066
5077,CM-2014-966076,13/12/2014,18/12/2014,Standard Class,M-72690,Zuschuss Donatelli,Consumer,United States,St. Louis,Missouri,63101,Central,TC-31912,Technology,Copiers,Xerox WorkCentre,2125.4424,4,0.2,1043.9194
5078,CI-2013-998823,11/05/2013,14/05/2013,Standard Class,I-67956,Emily Burns,Consumer,United States,Chicago,Illinois,60601,East,OB-36109,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,2230.341,3,0.5,611.0729
5079,CW-2012-796853,10/08/2012,15/08/2012,Standard Class,W-31646,Eric Hoffmann,Consumer,United States,Seattle,Washington,98101,South,FT-56536,Furniture,Tables,Chromcraft Bull-Nose Wood Table,1878.5717,1,0,911.0896
5080,HC-2013-841517,15/05/2013,18/05/2013,Same Day,C-75437,Mick Brown,Home Office,United States,Denver,Colorado,80201,South,TM-51078,Technology,Machines,Cisco TelePresence System EX90,2365.3892,8,0,199.0035
5081,CNC-2012-132715,11/11/2012,15/11/2012,Same Day,NC-10578,Alejandro Grove,Consumer,United States,Charlotte,North Carolina,28201,Central,FC-19483,Furniture,Chairs,Harbour Creations Steel Folding Chair,735.2489,2,0.2,137.2026
5082,HK-2011-334783,26/01/2011,28/01/2011,Standard Class,K-76481,Craig Reiter,Home Office,United States,Henderson,Kentucky,42420,Central,TM-50547,Technology,Machines,Brother Fax Machine,122.7478,3,0,68.8293
5083,CP-2011-428040,17/02/2011,22/02/2011,Same Day,P-84824,Lena Hernandez,Corporate,United States,Philadelphia,Pennsylvania,19101,West,FT-82009,Furniture,Tables,Bevis Steel Folding Table,1985.1517,14,0,-41.9586
5084,CI-2012-795288,29/09/2012,03/10/2012,Same Day,I-73620,Darrin Van Huff,Corporate,United States,Chicago,Illinois,60601,Central,FF-85710,Furniture,Furnishings,Howard Miller 12 Height Clock,2127.357,2,0.3,134.1873
5085,HK-2014-443882,29/03/2014,04/04/2014,Standard Class,K-53474,Alejandro Grove,Home Office,United States,Henderson,Kentucky,42420,Central,FC-15412,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,320.9526,9,0.2,130.3237
5086,HT-2014-110641,28/12/2014,01/01/2015,Second Class,T-16863,Zuschuss Donatelli,Home Office,United States,Houston,Texas,77001,West,OF-18494,Office Supplies,Fasteners,OIC Push Pins,2420.1792,11,0.2,-319.47
5087,CM-2013-802028,04/06/2013,11/06/2013,Second Class,M-27608,Sandra Clark,Corporate,United States,St. Louis,Missouri,63101,West,FF-30037,Furniture,Furnishings,Deflect-o Stackable Chair Mat,647.2901,10,0.4,-62.2376
5088,HC-2014-435275,09/04/2014,16/04/2014,Same Day,C-75538,Ken Black,Home Office,United States,Denver,Colorado,80201,South,FT-91227,Furniture,Tables,Chromcraft Bull-Nose Wood Table,1137.2732,14,0.1,501.363
5089,CW-2012-722420,08/10/2012,10/10/2012,Standard Class,W-69989,Alejandro Grove,Consumer,United States,Madison,Wisconsin,53701,East,OE-47451,Office Supplies,Envelopes,Columbian Poly String Tie Envelopes,1934.8327,11,0.4,-709.4407
5090,HV-2011-288327,15/03/2011,16/03/2011,Second Class,V-18322,Bill Donatelli,Home Office,United States,Richmond,Virginia,23218,East,TA-44225,Technology,Accessories,Logitech G600 MMO Gaming Mouse,1869.5853,5,0.2,111.153
5091,HW-2011-618181,28/10/2011,04/11/2011,Second Class,W-77961,Mick Brown,Home Office,United States,Madison,Wisconsin,53701,East,OS-94332,Office Supplies,Storage,Eldon Jumbo ProFile Portable Mobile Manager,15.2826,11,0.1,-3.5443
5092,HI-2013-491193,14/12/2013,20/12/2013,Second Class,I-27445,Jim Mitchum,Home Office,United States,Indianapolis,Indiana,46201,South,FT-97214,Furniture,Tables,Chromcraft Bull-Nose Wood Table,2186.2333,4,0,574.972
5093,CG-2011-575488,25/10/2011,27/10/2011,Standard Class,G-21809,Emily Burns,Consumer,United States,Atlanta,Georgia,30301,West,FB-57042,Furniture,Bookcases,Sauder Classic Bookcase,610.0025,3,0.4,295.4038
5094,CT-2011-894482,06/10/2011,09/10/2011,Second Class,T-94965,Craig Reiter,Consumer,United States,Nashville,Tennessee,37201,East,OB-14930,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,376.9993,5,0.1,95.7928
5095,CM-2011-793291,22/10/2011,26/10/2011,Same Day,M-37525,Mick Brown,Corporate,United States,St. Louis,Missouri,63101,South,TP-87571,Technology,Phones,Apple iPhone 6S,1279.9781,8,0.1,-482.3644
5096,CW-2013-354574,22/08/2013,24/08/2013,First Class,W-26005,Emily Burns,Consumer,United States,Madison,Wisconsin,53701,South,OS-67993,Office Supplies,Supplies,Dixon Ticonderoga Pencils,518.7329,10,0,115.5577
5097,CNY-2012-372963,01/02/2012,02/02/2012,First Class,NY-41688,Ken Black,Corporate,United States,New York City,New York,10001,East,FB-21259,Furniture,Bookcases,O'Sullivan Plantations Bookcase,1095.2727,5,0.5,436.2662
5098,HV-2013-737721,04/02/2013,05/02/2013,First Class,V-54655,Rick Hansen,Home Office,United States,Richmond,Virginia,23218,East,TA-83422,Technology,Accessories,Logitech G600 MMO Gaming Mouse,359.9054,9,0.4,196.3596
5099,CP-2013-739861,16/04/2013,23/04/2013,Second Class,P-95742,Pete Kriz,Corporate,United States,Philadelphia,Pennsylvania,19101,South,FB-13552,Furniture,Bookcases,O'Sullivan Plantations Bookcase,2417.3792,9,0.4,-753.2906
5100,CK-2013-289845,04/01/2013,06/01/2013,Standard Class,K-68863,Katherine Murray,Consumer,United States,Henderson,Kentucky,42420,West,TM-11449,Technology,Machines,Hewlett-Packard LaserJet 3310 Copier,928.309,6,0.3,-189.4467
5101,HK-2011-615699,14/10/2011,15/10/2011,Same Day,K-84429,Claire Gute,Home Office,United States,Henderson,Kentucky,42420,Central,TM-42349,Technology,Machines,Hewlett-Packard LaserJet 3310 Copier,1517.6242,14,0,679.7192
5102,CC-2014-949831,17/12/2014,24/12/2014,Second Class,C-92721,Emily Burns,Consumer,United States,Los Angeles,California,90001,South,TP-10567,Technology,Phones,Samsung Galaxy S4,60.0484,2,0,18.2089
5103,CNY-2012-835799,03/04/2012,05/04/2012,First Class,NY-66322,Ken Black,Consumer,United States,New York City,New York,10001,Central,FC-53905,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,1721.5992,12,0.2,-140.0854
5104,HA-2011-501343,19/12/2011,20/12/2011,First Class,A-86516,Sandra Clark,Home Office,United States,Phoenix,Arizona,85001,East,OA-34458,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet,2122.3369,4,0,-316.4423
5105,CW-2014-498359,17/03/2014,21/03/2014,First Class,W-87138,Zuschuss Donatelli,Corporate,United States,Madison,Wisconsin,53701,West,FC-17105,Furniture,Chairs,Harbour Creations Steel Folding Chair,1810.0962,12,0,357.1043
5106,CF-2014-968003,14/07/2014,15/07/2014,Second Class,F-79574,Claire Gute,Corporate,United States,Fort Lauderdale,Florida,33301,Central,OE-20150,Office Supplies,Envelopes,Green Bar Envelopes,1854.868,2,0,995.3004
5107,HM-2014-685549,10/08/2014,12/08/2014,Second Class,M-32367,Lena Hernandez,Home Office,United States,Detroit,Michigan,48201,Central,OL-39940,Office Supplies,Labels,Avery Color Coding Labels,1565.2998,3,0,492.4679
5108,HI-2011-375807,19/01/2011,25/01/2011,First Class,I-64638,Zuschuss Donatelli,Home Office,United States,Chicago,Illinois,60601,Central,TM-79103,Technology,Machines,Cisco TelePresence System EX90,204.7714,3,0,-71.0915
5109,HM-2014-278694,16/10/2014,18/10/2014,Same Day,M-89310,Emily Burns,Home Office,United States,Detroit,Michigan,48201,West,OA-78586,Office Supplies,Art,Dixon Oriole Pens,673.8348,12,0.4,194.1052
5110,HM-2012-435777,14/01/2012,20/01/2012,Second Class,M-14447,Patrick Jones,Home Office,United States,St. Louis,Missouri,63101,East,TP-50804,Technology,Phones,Apple iPhone 6S,1056.217,10,0.1,455.9578
5111,HT-2011-262088,18/10/2011,24/10/2011,First Class,T-35128,Chloris Kastensmidt,Home Office,United States,Houston,Texas,77001,Central,OP-54208,Office Supplies,Paper,Hammermill CopyPlus Copy Paper,1408.1249,14,0,700.3498
5112,HA-2014-217911,20/08/2014,25/08/2014,Second Class,A-34279,Sanjit Chand,Home Office,United States,Phoenix,Arizona,85001,South,OA-41344,Office Supplies,Art,Sanford Art Markers,459.0264,8,0,94.3967
5113,CA-2014-846492,15/04/2014,19/04/2014,Standard Class,A-25359,Rick Hansen,Consumer,United States,Phoenix,Arizona,85001,West,OA-33676,Office Supplies,Appliances,Hoover Replacement Belts,575.985,7,0.3,256.3353
5114,CK-2013-600535,05/05/2013,06/05/2013,Second Class,K-75532,Craig Reiter,Corporate,United States,Henderson,Kentucky,42420,South,OA-72958,Office Supplies,Appliances,Holmes Replacement Filter,1663.775,10,0.5,-475.5672
5115,CA-2011-940212,04/03/2011,07/03/2011,First Class,A-65546,Anna Chung,Consumer,United States,Phoenix,Arizona,85001,South,TC-62988,Technology,Copiers,Xerox WorkCentre,2061.2384,3,0,536.5373
5116,CM-2012-415542,25/05/2012,26/05/2012,First Class,M-89220,Patrick Jones,Consumer,United States,St. Louis,Missouri,63101,Central,TM-25448,Technology,Machines,Hewlett-Packard LaserJet 3310 Copier,1757.8564,2,0,-475.5868
5117,CM-2011-253722,27/01/2011,02/02/2011,Second Class,M-31250,Eric Hoffmann,Consumer,United States,Detroit,Michigan,48201,South,OE-18556,Office Supplies,Envelopes,Green Bar Envelopes,2393.1493,6,0,528.6577
5118,CG-2011-622170,18/01/2011,24/01/2011,Standard Class,G-95010,Katherine Murray,Consumer,United States,Atlanta,Georgia,30301,Central,OB-48612,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,1951.0798,14,0.2,458.0374
5119,CO-2012-423207,11/05/2012,18/05/2012,Same Day,O-46214,Eric Hoffmann,Consumer,United States,Columbus,Ohio,43201,West,TC-13369,Technology,Copiers,Xerox WorkCentre,1894.829,6,0,208.1789
5120,CNY-2011-938709,11/02/2011,18/02/2011,Same Day,NY-63839,Alejandro Grove,Consumer,United States,New York City,New York,10001,South,FB-52840,Furniture,Bookcases,Bush Somerset Collection Bookcase,521.457,3,0,84.8419
5121,HI-2011-996318,10/05/2011,12/05/2011,First Class,I-40937,Craig Reiter,Home Office,United States,Chicago,Illinois,60601,Central,TA-24746,Technology,Accessories,Logitech G600 MMO Gaming Mouse,1535.3112,9,0.4,5.414
5122,CM-2014-124199,12/04/2014,13/04/2014,Same Day,M-51420,Elpida Rittenbach,Consumer,United States,St. Louis,Missouri,63101,South,TA-75266,Technology,Accessories,Logitech G600 MMO Gaming Mouse,1964.9937,5,0.4,-392.7622
5123,HNC-2013-946428,29/07/2013,01/08/2013,Standard Class,NC-84717,Nora Preis,Home Office,United States,Charlotte,North Carolina,28201,South,OE-51301,Office Supplies,Envelopes,Green Bar Envelopes,603.6743,6,0.2,143.1659
5124,HT-2012-328677,01/11/2012,08/11/2012,Standard Class,T-41881,Mick Brown,Home Office,United States,Houston,Texas,77001,West,TC-77834,Technology,Copiers,Canon PC940 Copier,52.7011,10,0.2,24.4491
5125,CM-2013-678704,27/08/2013,01/09/2013,Second Class,M-50534,Mick Brown,Corporate,United States,Detroit,Michigan,48201,West,TA-57834,Technology,Accessories,Plantronics CS510 Wireless Headset,16.9273,13,0.4,-0.3781
5126,HM-2013-875913,21/10/2013,24/10/2013,Standard Class,M-16919,Jim Mitchum,Home Office,United States,Minneapolis,Minnesota,55401,South,TP-22492,Technology,Phones,Samsung Galaxy S4,1789.6176,2,0,143.5922
5127,CC-2014-845283,02/12/2014,08/12/2014,Same Day,C-63679,Sanjit Chand,Consumer,United States,Los Angeles,California,90001,East,FC-54145,Furniture,Chairs,Global Push Button Managers Chair,2314.6498,6,0.3,-213.3809
5128,CF-2011-784032,05/06/2011,08/06/2011,Standard Class,F-93619,Mick Brown,Consumer,United States,Fort Lauderdale,Florida,33301,South,FF-82746,Furniture,Furnishings,Deflect-o Stackable Chair Mat,791.0441,10,0.2,-217.5748
5129,CM-2014-136425,26/07/2014,27/07/2014,Second Class,M-55128,Andrew Allen,Corporate,United States,St. Louis,Missouri,63101,East,FC-97039,Furniture,Chairs,Global Push Button Managers Chair,2437.1096,11,0,431.6519
5130,CT-2013-834281,29/10/2013,04/11/2013,First Class,T-62026,Harold Pawlan,Corporate,United States,Houston,Texas,77001,Central,OF-39684,Office Supplies,Fasteners,OIC Push Pins,1799.291,1,0,-657.9591
5131,CI-2012-266322,20/08/2012,26/08/2012,Same Day,I-82312,Peter Fuller,Consumer,United States,Indianapolis,Indiana,46201,West,OL-48057,Office Supplies,Labels,Avery Color Coding Labels,685.5009,6,0.4,-19.2274
5132,HW-2014-502089,21/04/2014,25/04/2014,First Class,W-21248,Bill Donatelli,Home Office,United States,Seattle,Washington,98101,Central,OP-12840,Office Supplies,Paper,Avery Colored Bar Computer Paper,336.8238,1,0.3,-120.0964
5133,HM-2013-956197,27/07/2013,31/07/2013,Same Day,M-85895,Anna Chung,Home Office,United States,St. Louis,Missouri,63101,South,FC-71074,Furniture,Chairs,Global Push Button Managers Chair,1085.3017,2,0,-382.419
5134,CV-2014-298641,29/06/2014,06/07/2014,First Class,V-88179,Nora Preis,Corporate,United States,Richmond,Virginia,23218,South,OE-60193,Office Supplies,Envelopes,Columbian Poly String Tie Envelopes,746.4353,4,0,209.0261
5135,CF-2012-517116,17/11/2012,19/11/2012,First Class,F-83242,Sanjit Chand,Consumer,United States,Fort Lauderdale,Florida,33301,West,OS-31874,Office Supplies,Storage,Eldon Jumbo ProFile Portable Mobile Manager,342.3698,10,0.1,195.92
5136,HW-2014-471573,26/05/2014,02/06/2014,Same Day,W-72680,Justin Ritter,Home Office,United States,Madison,Wisconsin,53701,Central,TA-22947,Technology,Accessories,Kensington 6170 Trackball,628.0918,11,0.5,147.4393
5137,CM-2011-802163,29/05/2011,31/05/2011,Second Class,M-71069,Jim Mitchum,Consumer,United States,St. Louis,Missouri,63101,South,FB-82599,Furniture,Bookcases,Sauder Classic Bookcase,2135.4494,10,0.2,162.2495
5138,HC-2012-527805,19/05/2012,24/05/2012,First Class,C-38614,Emily Burns,Home Office,United States,Los Angeles,California,90001,Central,OF-49291,Office Supplies,Fasteners,OIC Push Pins,534.3538,2,0,-115.0376
5139,CM-2013-582952,23/07/2013,29/07/2013,Same Day,M-44831,Bill Donatelli,Consumer,United States,Minneapolis,Minnesota,55401,South,OB-50319,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,393.5036,14,0,-1.0785
5140,CK-2011-391108,12/09/2011,18/09/2011,First Class,K-15686,Katherine Murray,Corporate,United States,Henderson,Kentucky,42420,East,FF-72969,Furniture,Furnishings,Deflect-o Stackable Chair Mat,1026.294,6,0.3,91.6315
5141,CF-2014-475148,12/02/2014,16/02/2014,Same Day,F-77977,Alejandro Grove,Consumer,United States,Fort Lauderdale,Florida,33301,West,TP-66865,Technology,Phones,Motorola Smart Phone,1770.4858,6,0.5,0.7635
5142,CC-2012-543247,04/08/2012,08/08/2012,Second Class,C-22612,Carlos Soltero,Consumer,United States,Denver,Colorado,80201,Central,OB-78964,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,208.646,12,0.5,83.7784
5143,CI-2014-481389,08/09/2014,14/09/2014,First Class,I-36693,Sanjit Chand,Consumer,United States,Chicago,Illinois,60601,East,OS-80213,Office Supplies,Storage,Carina Double Wide Media Storage,1083.4872,1,0,-157.424
5144,CNC-2011-378222,10/03/2011,17/03/2011,Same Day,NC-99905,Claire Gute,Consumer,United States,Charlotte,North Carolina,28201,South,FF-58015,Furniture,Furnishings,Howard Miller 12 Height Clock,2311.115,8,0.4,-867.8624
5145,CV-2011-663522,14/11/2011,18/11/2011,Second Class,V-28538,Justin Ritter,Corporate,United States,Richmond,Virginia,23218,Central,FB-25916,Furniture,Bookcases,Bush Somerset Collection Bookcase,694.2444,11,0,236.3245
5146,CT-2014-411725,28/01/2014,04/02/2014,Second Class,T-69498,Chloris Kastensmidt,Consumer,United States,Nashville,Tennessee,37201,East,FC-24001,Furniture,Chairs,Hon Deluxe Fabric Upholstered Stacking Chairs,141.9376,8,0.3,52.6134
5147,CK-2012-766113,02/12/2012,08/12/2012,Same Day,K-84684,Ken Black,Corporate,United States,Henderson,Kentucky,42420,Central,FT-96495,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1882.1521,7,0,796.8268
5148,CA-2014-915989,29/09/2014,30/09/2014,Same Day,A-35553,Zuschuss Donatelli,Corporate,United States,Phoenix,Arizona,85001,West,OB-66292,Office Supplies,Binders,Cardinal Slant-D Ring Binder,2099.1344,13,0,-107.6935
5149,CW-2013-914291,08/12/2013,09/12/2013,Standard Class,W-71086,Darrin Van Huff,Corporate,United States,Seattle,Washington,98101,Central,OL-25148,Office Supplies,Labels,Avery Color Coding Labels,587.936,3,0.3,-174.9683
5150,CM-2012-673033,24/01/2012,29/01/2012,Same Day,M-23931,Anna Chung,Corporate,United States,Detroit,Michigan,48201,West,OA-58114,Office Supplies,Art,Dixon Oriole Pens,42.6013,11,0.2,23.7373
5151,CF-2011-485449,17/05/2011,20/05/2011,Standard Class,F-62390,Andrew Allen,Consumer,United States,Fort Lauderdale,Florida,33301,Central,TA-80235,Technology,Accessories,Logitech G600 MMO Gaming Mouse,1093.1509,6,0.2,653.5525
5152,CM-2011-917549,31/12/2011,01/01/2012,Same Day,M-47194,Bill Donatelli,Corporate,United States,Minneapolis,Minnesota,55401,South,OS-76892,Office Supplies,Supplies,Avery Marks-A-Lot Regular Desk,1066.9483,10,0.1,327.5494
5153,HV-2014-310145,18/12/2014,23/12/2014,Standard Class,V-44045,Darrin Van Huff,Home Office,United States,Richmond,Virginia,23218,East,OS-28145,Office Supplies,Storage,Eldon Jumbo ProFile Portable Mobile Manager,1196.2061,13,0,93.9173
5154,CF-2013-290281,12/01/2013,13/01/2013,Standard Class,F-81120,Sandra Clark,Consumer,United States,Fort Lauderdale,Florida,33301,Central,OF-86712,Office Supplies,Fasteners,OIC Push Pins,735.4933,9,0.3,-277.8094
5155,CF-2013-731140,14/02/2013,16/02/2013,Second Class,F-23389,Claire Gute,Consumer,United States,Fort Lauderdale,Florida,33301,West,TA-86354,Technology,Accessories,Kensington 6170 Trackball,2174.044,10,0,-841.3171
5156,HO-2011-788311,01/01/2011,08/01/2011,Standard Class,O-69326,Mick Brown,Home Office,United States,Columbus,Ohio,43201,Central,FT-72254,Furniture,Tables,Chromcraft Bull-Nose Wood Table,534.963,1,0.4,148.1459
5157,CT-2012-362356,05/10/2012,06/10/2012,Standard Class,T-32470,Peter Fuller,Consumer,United States,Nashville,Tennessee,37201,Central,FT-43050,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1692.0237,9,0,448.7977
5158,CNY-2012-237447,26/10/2012,30/10/2012,Standard Class,NY-94373,Sandra Clark,Corporate,United States,New York City,New York,10001,West,OF-23669,Office Supplies,Fasteners,OIC Push Pins,1231.8862,12,0.1,-480.9644
5159,CM-2011-675750,05/07/2011,07/07/2011,Standard Class,M-38626,Ken Black,Consumer,United States,St. Louis,Missouri,63101,West,OL-60323,Office Supplies,Labels,Avery Color Coding Labels,1797.7831,1,0,798.2275
5160,CA-2013-396565,10/05/2013,11/05/2013,Standard Class,A-22867,Mark Lewis,Consumer,United States,Phoenix,Arizona,85001,Central,TC-74310,Technology,Copiers,Canon PC940 Copier,164.4022,14,0.2,-34.1935
5161,HI-2013-849963,01/01/2013,04/01/2013,Standard Class,I-93991,Emily Burns,Home Office,United States,Indianapolis,Indiana,46201,West,OP-93124,Office Supplies,Paper,Xerox 1967,2361.8699,4,0,1241.5536
5162,CA-2013-680041,13/03/2013,15/03/2013,Standard Class,A-66443,Sean O'Donnell,Corporate,United States,Phoenix,Arizona,85001,Central,OF-94410,Office Supplies,Fasteners,Advantus Map Pins,2371.3879,8,0,980.7299
5163,CW-2014-154267,01/05/2014,05/05/2014,Second Class,W-13515,Mark Lewis,Consumer,United States,Madison,Wisconsin,53701,South,TA-29078,Technology,Accessories,Plantronics CS510 Wireless Headset,920.1347,1,0.4,-34.7539
5164,CP-2013-433188,17/07/2013,18/07/2013,Second Class,P-12962,Irene Maddox,Corporate,United States,Philadelphia,Pennsylvania,19101,South,FF-50301,Furniture,Furnishings,Deflect-o Stackable Chair Mat,2101.1663,14,0,-669.519
5165,CF-2014-256580,24/12/2014,27/12/2014,Second Class,F-85104,Justin Ritter,Corporate,United States,Fort Lauderdale,Florida,33301,West,FF-30112,Furniture,Furnishings,Howard Miller 12 Height Clock,2228.7756,14,0.5,669.1519
5166,CM-2014-639239,06/10/2014,11/10/2014,Same Day,M-32842,Sean O'Donnell,Corporate,United States,Minneapolis,Minnesota,55401,Central,TA-87211,Technology,Accessories,Plantronics CS510 Wireless Headset,2371.3583,6,0,660.3074
5167,HV-2012-551352,10/04/2012,15/04/2012,Same Day,V-78862,Rick Hansen,Home Office,United States,Richmond,Virginia,23218,East,TC-29532,Technology,Copiers,Canon PC940 Copier,2175.4312,5,0.5,1231.7133
5168,CF-2011-957590,17/05/2011,22/05/2011,First Class,F-14483,Sanjit Chand,Consumer,United States,Fort Lauderdale,Florida,33301,East,OF-91726,Office Supplies,Fasteners,Advantus Map Pins,1031.7032,6,0,-168.0499
